City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
Kwinana,68,AU,1610939293,21,-32.25,115.7667,86.0,19.57
Agnibilékrou,0,CI,1610939293,92,7.1344,-3.2047,69.89,1.16
Ternate,100,ID,1610939062,77,0.8,127.4,81.7,8.86
Rāiganj,0,IN,1610939293,47,25.6167,88.1167,67.98,3.89
Baie-Comeau,90,CA,1610939293,93,49.2168,-68.1489,30.2,10.36
Kamakwie,53,SL,1610939293,34,9.5,-12.2333,68.81,1.36
Northam,96,GB,1610939064,90,51.0333,-4.2167,44.01,7.0
Cururupu,100,BR,1610938941,91,-1.8283,-44.8683,76.03,2.75
Kargopol',97,RU,1610939294,96,61.5071,38.9456,10.35,4.41
Ponta Delgada,40,PT,1610939047,94,37.7333,-25.6667,61.0,21.85
Campoverde,99,PE,1610939294,94,-8.4753,-74.8058,73.9,1.59
Coalinga,0,US,1610939294,59,36.1397,-120.3602,57.0,1.74
Ozernovskiy,100,RU,1610939294,92,51.5,156.5167,22.75,36.69
Severo-Kuril'sk,96,RU,1610939077,89,50.6789,156.125,23.14,38.41
Mareeba,100,AU,1610939295,92,-17.0,145.4333,79.0,1.01
Clyde River,90,CA,1610938782,92,70.4692,-68.5914,5.0,25.32
Gorontalo,100,ID,1610939295,50,0.5412,123.0595,89.24,3.6
Machico,75,PT,1610939295,63,32.7,-16.7667,59.0,5.75
Bayanday,100,RU,1610939295,92,53.0661,105.5139,2.84,2.66
Tura,0,IN,1610939023,49,25.5198,90.2201,70.29,1.79
Kununurra,40,AU,1610938918,52,-15.7667,128.7333,93.2,13.8
Dakar,91,SN,1610938990,64,14.6937,-17.4441,75.2,10.36
Bunia,91,CD,1610939296,51,1.5667,30.25,61.65,2.15
Salisbury,29,GB,1610939296,100,51.0693,-1.7957,36.0,10.36
Aklavik,94,CA,1610939027,84,68.2191,-135.0107,-7.6,3.44
Baoqing,77,CN,1610939114,90,46.3317,132.2111,1.18,9.95
Matagami,90,CA,1610939296,92,49.7502,-77.6328,6.8,16.11
Karur,0,IN,1610939297,74,10.95,78.0833,70.99,1.05
Valdepeñas,99,ES,1610939297,83,38.7621,-3.3848,33.01,3.65
Shīeli,100,KZ,1610939297,85,44.1667,66.75,34.3,6.69
Jimo,0,CN,1610939297,35,36.3897,120.4622,37.99,4.47
Basco,100,PH,1610939297,80,20.4487,121.9702,69.85,32.7
Highland Springs,75,US,1610939297,70,37.546,-77.3278,42.01,5.75
Mayumba,100,GA,1610939026,83,-3.432,10.6554,77.41,4.5
Redlands,1,US,1610939298,12,34.0556,-117.1825,75.2,4.61
Nokaneng,100,BW,1610939298,89,-19.6667,22.2667,70.0,6.15
Pachino,1,IT,1610939298,100,36.7186,15.0907,44.01,5.75
Najrān,0,SA,1610939299,40,17.4924,44.1277,53.6,1.52
Mocuba,100,MZ,1610939110,93,-16.8392,36.9856,74.89,2.86
Nandikotkūr,0,IN,1610939299,66,15.8667,78.2667,71.06,7.45
Liepāja,90,LV,1610939299,100,56.5419,21.0367,14.0,4.61
Goderich,100,CA,1610939299,86,43.7501,-81.7165,30.2,4.61
Laredo,1,US,1610939300,76,27.5064,-99.5075,59.0,4.14
Sangar,100,RU,1610939300,80,63.9242,127.4739,-40.5,4.45
Chifeng,21,CN,1610939300,81,42.2683,118.9636,-1.23,10.29
Zhicheng,0,CN,1610939300,45,30.2956,111.5047,51.19,2.08
Larap,100,PH,1610939300,83,14.299,122.6504,78.76,16.75
Quatre Cocos,75,MU,1610939300,83,-20.2078,57.7625,81.0,11.5
Kariba,100,ZW,1610939302,91,-16.5167,28.8,71.42,3.94
Cumana,64,VE,1610939302,81,10.4635,-64.1775,74.23,8.28
Emerald,35,AU,1610939062,43,-23.5333,148.1667,91.4,13.8
Ust'-Kan,83,RU,1610939302,81,50.9276,84.761,13.5,5.12
Hoquiam,75,US,1610939302,81,46.9809,-123.8893,46.4,5.75
Tateyama,20,JP,1610939302,66,34.9833,139.8667,48.2,3.44
Sisimiut,100,GL,1610939090,94,66.9395,-53.6735,14.04,10.94
Chimbote,100,PE,1610939303,83,-9.0853,-78.5783,69.94,5.95
Dingle,100,PH,1610939091,89,10.9995,122.6711,76.82,10.27
Jieshi,2,CN,1610939303,40,22.8134,115.8257,55.99,1.01
Ilulissat,75,GL,1610939035,73,69.2167,-51.1,19.4,12.66
Lorengau,55,PG,1610939085,68,-2.0226,147.2712,86.36,14.76
Sabi,76,GM,1610939303,18,13.2333,-14.2,70.95,7.67
Gornyak,67,RU,1610939114,87,50.9942,81.4661,12.85,12.82
Sayyan,89,YE,1610939304,59,15.1718,44.3244,41.59,1.92
Pangai,20,TO,1610939304,70,-19.8,-174.35,87.8,5.75
Laguna,1,US,1610939304,76,38.421,-121.4238,57.99,1.23
Asmara,59,ER,1610939304,100,15.3333,38.9333,48.27,4.7
Oyskhara,90,RU,1610939305,93,43.2633,46.2494,32.0,6.33
Talnakh,100,RU,1610939049,86,69.4865,88.3972,-6.63,4.52
Mil'kovo,100,RU,1610939305,94,54.7167,158.6167,10.31,5.75
Tuatapere,99,NZ,1610939075,86,-46.1333,167.6833,54.0,8.99
Katav-Ivanovsk,23,RU,1610939305,87,54.7531,58.1956,-9.22,2.15
Paita,98,PE,1610939305,82,-5.0892,-81.1144,72.01,11.59
Port Moresby,40,PG,1610939306,66,-9.4431,147.1797,91.4,11.5
Korla,94,CN,1610939306,79,41.7597,86.1469,18.18,3.11
Barra de Tecoanapa,1,MX,1610939306,78,16.5167,-98.75,76.26,4.41
Svarstad,90,NO,1610939306,100,59.399,9.9698,28.4,4.61
Kawalu,17,ID,1610939057,54,-7.3817,108.2082,88.07,0.54
Plettenberg Bay,15,ZA,1610939052,87,-34.0527,23.3716,64.2,6.76
Luau,100,AO,1610939052,98,-10.7073,22.2247,63.32,2.39
Durango,0,MX,1610939238,47,24.8333,-104.8333,46.42,1.48
Mossamedes,76,AO,1610939058,76,-15.1961,12.1522,71.46,7.4
Kulhudhuffushi,51,MV,1610939054,77,6.6221,73.07,81.77,16.2
Lata,84,PT,1610939057,91,40.1629,-8.3327,48.0,3.04
Dalvik,90,IS,1610939307,100,65.9702,-18.5286,32.0,2.3
Pavlovsk,100,RU,1610939307,92,50.4578,40.1081,2.26,7.14
Podporozh'ye,65,RU,1610939308,96,60.9112,34.1706,8.51,3.94
Shelburne,90,CA,1610939083,86,44.0787,-80.2041,28.4,6.91
Stepnyak,0,KZ,1610939308,91,52.8339,70.7803,-0.2,9.75
Ngunguru,13,NZ,1610939308,46,-35.6167,174.5,78.01,11.01
Santarém,20,BR,1610939308,94,-2.4431,-54.7083,75.2,1.34
Coos Bay,1,US,1610939182,100,43.3665,-124.2179,50.0,8.05
Hofn,100,IS,1610939309,72,64.2539,-15.2082,39.11,13.22
Lagos,51,NG,1610939294,88,6.5833,3.75,77.34,3.27
Kavaratti,0,IN,1610939063,75,10.5669,72.642,82.0,9.51
Ubari,0,LY,1610939040,74,26.5921,12.7805,38.68,2.42
Pitimbu,20,BR,1610939310,88,-7.4706,-34.8086,75.2,5.75
Qui Nhon,11,VN,1610939310,77,13.7667,109.2333,70.68,25.01
Wasilla,90,US,1610939310,93,61.5814,-149.4394,36.0,3.44
Zunyi,0,CN,1610939310,65,27.6867,106.9072,42.26,2.08
Chumikan,61,RU,1610939311,75,54.7183,135.315,-19.61,12.03
Ingham,90,US,1610939311,93,42.6,-84.3833,32.0,3.44
Santa Cruz de la Sierra,75,BO,1610939311,78,-17.8,-63.1667,69.8,11.5
Foshan,0,CN,1610939311,30,23.0268,113.1315,57.99,6.71
Mpanda,87,TZ,1610939311,91,-6.3655,31.0409,62.4,1.74
Westport,90,US,1610939311,61,41.1415,-73.3579,42.8,9.22
Lodja,80,CD,1610939312,87,-3.4833,23.4333,67.87,0.94
Dimitrovgrad,94,RU,1610939313,76,54.2139,49.6184,-22.0,1.9
Béoumi,0,CI,1610939313,43,7.6736,-5.5764,75.2,4.61
Rocha,1,UY,1610939313,88,-34.4833,-54.3333,60.15,5.61
Preobrazheniye,100,RU,1610939313,84,42.9019,133.9064,18.01,11.48
Mananjary,60,MG,1610939313,86,-21.2167,48.3333,78.85,5.73
Lavrentiya,100,RU,1610939032,82,65.5833,-171.0,-12.33,9.28
Fukuechō,75,JP,1610939072,76,32.6881,128.8419,44.6,5.75
Lügde,100,DE,1610939314,89,51.9583,9.2471,36.0,10.02
Grand Gaube,64,MU,1610939314,75,-20.0064,57.6608,81.0,10.0
Dawei,36,MM,1610939314,43,14.0833,98.2,78.12,12.64
Bequimão,20,BR,1610939314,100,-2.4489,-44.7825,75.2,3.44
Peniche,0,PT,1610939088,62,39.3558,-9.3811,46.99,5.99
Tambo,100,PE,1610939314,100,-14.8,-73.9167,37.02,4.09
Pangody,100,RU,1610939315,89,65.85,74.4859,-14.46,13.11
Chino Valley,1,US,1610939315,17,34.7575,-112.4538,44.01,5.75
Birao,90,CF,1610938931,24,10.2849,22.7882,64.81,7.78
Batticaloa,96,LK,1610939315,84,7.7102,81.6924,79.05,14.07
Buala,72,SB,1610939050,74,-8.145,159.5921,84.51,8.99
Nishihara,75,JP,1610939315,44,26.1842,127.7558,60.8,11.5
Saint-Augustin,100,CA,1610939067,91,51.226,-58.6502,35.69,12.66
Oliveira,99,BR,1610939065,93,-20.6964,-44.8272,64.17,4.83
San Miguel de Cozumel,90,MX,1610939291,94,20.5083,-86.9458,64.99,5.75
Sola,16,VU,1610939052,77,-13.8833,167.55,83.39,11.36
Novy Urengoy,100,RU,1610939316,90,66.0833,76.6333,-10.57,13.09
Songjianghe,100,CN,1610939316,78,42.1859,127.479,-0.69,13.47
Teguise,0,ES,1610938886,82,29.0605,-13.564,57.2,6.91
Alvand,0,IR,1610939316,93,36.3187,49.1678,31.71,24.61
Honningsvåg,100,NO,1610939317,89,70.9821,25.9704,34.47,18.88
Blytheville,90,US,1610939317,56,35.9273,-89.919,42.8,6.91
Fort Nelson,40,CA,1610939317,93,58.8053,-122.7002,17.6,3.71
Liaoyang,0,CN,1610939118,36,41.2719,123.1731,8.6,8.95
Karlskoga,75,SE,1610939318,93,59.3267,14.5239,30.2,10.36
Khandyga,58,RU,1610939318,76,62.6667,135.6,-48.69,0.54
Nagato,75,JP,1610939319,60,34.3833,131.2,41.0,5.75
Zaozyornoye,100,UA,1610939319,76,45.1582,33.2787,19.99,4.0
Kakonko,100,TZ,1610939319,89,-3.2828,30.9642,60.37,2.3
Ugoofaaru,3,MV,1610939319,79,5.6667,73.0,81.39,12.86
Hasaki,75,JP,1610939028,70,35.7333,140.8333,39.2,5.75
Tsarskoye Selo,75,RU,1610939319,93,59.6873,30.3405,19.4,6.71
La Ermita,3,MX,1610939319,33,20.4139,-101.9936,58.93,1.97
Chapais,90,CA,1610939039,79,49.7834,-74.8492,10.4,12.66
Teya,100,RU,1610939071,90,60.3778,92.6267,0.48,4.25
Adré,0,TD,1610939320,27,13.4667,22.2,59.9,13.44
Nome,90,US,1610939031,79,64.5011,-165.4064,10.4,5.75
Arrondissement de Bastia,0,FR,1610939320,87,42.6667,9.3333,46.99,4.61
Atikokan,99,CA,1610939320,96,48.7555,-91.6216,13.19,3.15
Carballo,90,ES,1610939320,100,43.213,-8.691,53.01,1.97
Portree,78,GB,1610939321,87,57.4129,-6.1942,37.99,1.01
Hlotse,0,LS,1610939321,89,-28.8718,28.045,56.82,2.8
Monrovia,40,LR,1610939321,94,6.3005,-10.7969,73.4,4.52
Makakilo City,1,US,1610939321,69,21.3469,-158.0858,78.8,8.05
Dargaville,1,NZ,1610939321,51,-35.9333,173.8833,69.84,12.24
Zhuhai,0,CN,1610939321,47,22.2769,113.5678,60.01,14.97
Wanaka,91,NZ,1610939321,70,-44.7,169.15,51.89,10.2
Eskilstuna,90,SE,1610939322,80,59.3666,16.5077,28.4,6.91
Skibbereen,75,IE,1610939322,93,51.55,-9.2667,37.4,3.44
Manado,75,ID,1610939078,83,1.487,124.8455,82.4,10.36
Benalla,0,AU,1610939322,28,-36.55,145.9833,82.4,12.66
Dewas,20,IN,1610939322,59,22.9667,76.0667,64.4,8.05
Aplahoué,14,BJ,1610939322,85,6.9333,1.6833,76.1,3.0
Seoul,75,KR,1610938772,80,37.5683,126.9778,32.0,5.75
Diplo,0,PK,1610939323,23,24.4667,69.584,62.44,10.09
Blythe,1,US,1610939323,15,33.6103,-114.5964,62.6,3.44
Canala,90,NC,1610939323,79,-21.5333,165.95,84.2,6.91
Cibitoke Province,58,BI,1610939323,89,-2.8833,29.25,58.68,3.38
